DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,RT_per_letter_0back,RT_per_rect_1back_single,RT_per_letter_1bck,RT_per_rect_2back_single,RT_per_letter_2bck,participant,testing_mode,date,expName,psychopyVersion,expStart
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,448.050022125244,reading_bl_training_text,47,0,Reading_Baseline_training_click,None,"Czentovic,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,564.962863922119,reading_bl_training_text,48,0,Reading_Baseline_training_click,None,der,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,499.384880065918,reading_bl_training_text,49,0,Reading_Baseline_training_click,None,nach,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,498.527050018311,reading_bl_training_text,50,0,Reading_Baseline_training_click,None,Turnieren,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,549.076795578003,reading_bl_training_text,51,0,Reading_Baseline_training_click,None,in,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,498.280048370361,reading_bl_training_text,52,0,Reading_Baseline_training_click,None,Amerika,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,432.090997695923,reading_bl_training_text,53,0,Reading_Baseline_training_click,None,nun,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,515.620946884155,reading_bl_training_text,54,0,Reading_Baseline_training_click,None,nach,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,415.22479057312,reading_bl_training_text,55,0,Reading_Baseline_training_click,None,Argentinien,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,465.368032455444,reading_bl_training_text,56,0,Reading_Baseline_training_click,None,"reiste,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,498.387098312378,reading_bl_training_text,57,0,Reading_Baseline_training_click,None,für,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,415.446996688843,reading_bl_training_text,58,0,Reading_Baseline_training_click,None,ein,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,448.177099227905,reading_bl_training_text,59,0,Reading_Baseline_training_click,None,Interview,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,448.265075683594,reading_bl_training_text,60,0,Reading_Baseline_training_click,None,erwischt.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reading_bl_training_text,,,Reading_Baseline_training_click,,,202.607298135757,Q1,NA,NA,False,1,None,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reading_bl_training_text,,,Reading_Baseline_training_click,,,212.663018941879,Q2,1,a,False,1,None,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reading_bl_training_text,,,Reading_Baseline_training_click,,,216.414762020111,Q3,1,a,True,1,None,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1079621315,220.107980966568,220.147354125977,220.14736700058,220.15690612793,220.156913995743,220.174029111862,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,220.189705133438,,,,,,,,,,,,,,,,,,,,,,,,,220.174329996109,220.189738988876,220.189744949341,#88BA3F,None,None,None,864.712953567505,text_04,1,1,Reading_Baseline_main_click,None,Manche,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,381.388902664185,text_04,2,1,Reading_Baseline_main_click,None,Orte,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,365.928173065186,text_04,3,1,Reading_Baseline_main_click,None,sind,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,499.201059341431,text_04,4,1,Reading_Baseline_main_click,None,nur,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,298.230171203613,text_04,5,1,Reading_Baseline_main_click,None,aus,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,332.549810409546,text_04,6,1,Reading_Baseline_main_click,None,der,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,281.476974487305,text_04,7,1,Reading_Baseline_main_click,None,Luft,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,347.821950912476,text_04,8,1,Reading_Baseline_main_click,None,wirklich,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,313.809156417847,text_04,9,1,Reading_Baseline_main_click,None,zugänglich.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,331.105947494507,text_04,10,1,Reading_Baseline_main_click,None,Bertus,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,531.507968902588,text_04,11,1,Reading_Baseline_main_click,None,Schoeman,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,382.512807846069,text_04,12,1,Reading_Baseline_main_click,None,fliegt,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,382.14898109436,text_04,13,1,Reading_Baseline_main_click,None,oft,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,365.479946136475,text_04,14,1,Reading_Baseline_main_click,None,mit,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,281.936168670654,text_04,15,1,Reading_Baseline_main_click,None,seinem,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,314.810991287231,text_04,16,1,Reading_Baseline_main_click,None,Flugzeug,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,347.553014755249,text_04,17,1,Reading_Baseline_main_click,None,über,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,348.777055740356,text_04,18,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,414.790153503418,text_04,19,1,Reading_Baseline_main_click,None,"unwirtliche,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,398.13494682312,text_04,20,1,Reading_Baseline_main_click,None,aber,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,399.155855178833,text_04,21,1,Reading_Baseline_main_click,None,trotzdem,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,448.126077651978,text_04,22,1,Reading_Baseline_main_click,None,wunderschöne,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,314.268112182617,text_04,23,1,Reading_Baseline_main_click,None,Küste,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,464.436054229736,text_04,24,1,Reading_Baseline_main_click,None,Namibias.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,498.657941818237,text_04,25,1,Reading_Baseline_main_click,None,Er,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,298.386096954346,text_04,26,1,Reading_Baseline_main_click,None,zeigt,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,348.567008972168,text_04,27,1,Reading_Baseline_main_click,None,Touristen,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,314.89109992981,text_04,28,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,415.540933609009,text_04,29,1,Reading_Baseline_main_click,None,beeindruckenden,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,414.822101593018,text_04,30,1,Reading_Baseline_main_click,None,Schiffswracks,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,365.888118743896,text_04,31,1,Reading_Baseline_main_click,None,und,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,331.769943237305,text_04,32,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,397.057056427002,text_04,33,1,Reading_Baseline_main_click,None,einzigartigen,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,381.896018981934,text_04,34,1,Reading_Baseline_main_click,None,Landschaften,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,515.24806022644,text_04,35,1,Reading_Baseline_main_click,None,von,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,348.462104797363,text_04,36,1,Reading_Baseline_main_click,None,oben.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,617.110967636108,text_04,37,1,Reading_Baseline_main_click,None,Vom,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,331.853151321411,text_04,38,1,Reading_Baseline_main_click,None,Flugzeug,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,264.709949493408,text_04,39,1,Reading_Baseline_main_click,None,aus,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,515.866994857788,text_04,40,1,Reading_Baseline_main_click,None,sieht,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,265.30385017395,text_04,41,1,Reading_Baseline_main_click,None,man,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,382.226943969727,text_04,42,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,381.882190704346,text_04,43,1,Reading_Baseline_main_click,None,Küste,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,415.598869323731,text_04,44,1,Reading_Baseline_main_click,None,des,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,398.50902557373,text_04,45,1,Reading_Baseline_main_click,None,"Landes,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,515.791893005371,text_04,46,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,315.326929092407,text_04,47,1,Reading_Baseline_main_click,None,sich,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,314.424991607666,text_04,48,1,Reading_Baseline_main_click,None,von,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,315.625190734863,text_04,49,1,Reading_Baseline_main_click,None,Südafrika,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,350.182056427002,text_04,50,1,Reading_Baseline_main_click,None,bis,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,330.540895462036,text_04,51,1,Reading_Baseline_main_click,None,nach,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,381.425142288208,text_04,52,1,Reading_Baseline_main_click,None,Angola,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,365.233898162842,text_04,53,1,Reading_Baseline_main_click,None,erstreckt.,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,398.672103881836,text_04,54,1,Reading_Baseline_main_click,None,Auch,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,None,None,None,398.152112960815,text_04,55,1,Reading_Baseline_main_click,None,verschiedene,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,348.001956939697,text_04,56,1,Reading_Baseline_main_click,None,"Tiere,",,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,None,None,None,382.366895675659,text_04,57,1,Reading_Baseline_main_click,None,wie,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,None,None,None,432.265043258667,text_04,58,1,Reading_Baseline_main_click,None,die,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,231.505155563354,text_04,59,1,Reading_Baseline_main_click,None,berühmten,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,None,None,None,381.8678855896,text_04,60,1,Reading_Baseline_main_click,None,Flamingos,,,,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
